haze_signature,eligible_count,confirmation_count,expected_confirmation_count,absolute_deviation,group_tolerance,pass
0.73_1.79,1,0,0.360000000000,0.360000000000,1,true
0.73_1.8,1,0,0.360000000000,0.360000000000,1,true
0.73_1.89,1,0,0.360000000000,0.360000000000,1,true
0.73_1.97,1,0,0.360000000000,0.360000000000,1,true
0.73_2.0,1,0,0.360000000000,0.360000000000,1,true
0.74_0.54,1,0,0.360000000000,0.360000000000,1,true
0.74_0.69,1,0,0.360000000000,0.360000000000,1,true
0.74_0.89,1,0,0.360000000000,0.360000000000,1,true
0.74_1.01,1,0,0.360000000000,0.360000000000,1,true
0.74_1.04,2,1,0.720000000000,0.280000000000,1,true
0.74_1.16,1,0,0.360000000000,0.360000000000,1,true
0.74_1.17,1,0,0.360000000000,0.360000000000,1,true
0.74_1.2,1,0,0.360000000000,0.360000000000,1,true
0.74_1.24,1,0,0.360000000000,0.360000000000,1,true
0.74_1.33,1,0,0.360000000000,0.360000000000,1,true
0.74_1.43,1,0,0.360000000000,0.360000000000,1,true
0.74_1.52,1,0,0.360000000000,0.360000000000,1,true
0.74_1.63,1,0,0.360000000000,0.360000000000,1,true
0.74_1.66,1,0,0.360000000000,0.360000000000,1,true
0.74_1.7,1,0,0.360000000000,0.360000000000,1,true
0.74_2.0,1,0,0.360000000000,0.360000000000,1,true
0.75_0.58,1,0,0.360000000000,0.360000000000,1,true
0.75_0.59,2,1,0.720000000000,0.280000000000,1,true
0.75_0.81,1,0,0.360000000000,0.360000000000,1,true
0.75_1.0,2,1,0.720000000000,0.280000000000,1,true
0.75_1.03,1,0,0.360000000000,0.360000000000,1,true
0.75_1.17,1,0,0.360000000000,0.360000000000,1,true
0.75_1.22,1,0,0.360000000000,0.360000000000,1,true
0.75_1.35,1,0,0.360000000000,0.360000000000,1,true
0.75_1.41,1,0,0.360000000000,0.360000000000,1,true
0.75_1.44,1,0,0.360000000000,0.360000000000,1,true
0.75_1.46,1,0,0.360000000000,0.360000000000,1,true
0.75_1.67,1,0,0.360000000000,0.360000000000,1,true
0.75_1.75,2,1,0.720000000000,0.280000000000,1,true
0.75_1.8,1,0,0.360000000000,0.360000000000,1,true
0.75_1.86,1,0,0.360000000000,0.360000000000,1,true
0.75_1.88,1,0,0.360000000000,0.360000000000,1,true
0.75_1.9,1,0,0.360000000000,0.360000000000,1,true
0.75_1.91,1,0,0.360000000000,0.360000000000,1,true
0.75_1.92,1,0,0.360000000000,0.360000000000,1,true
0.75_1.98,1,0,0.360000000000,0.360000000000,1,true
0.76_0.56,1,0,0.360000000000,0.360000000000,1,true
0.76_0.64,1,0,0.360000000000,0.360000000000,1,true
0.76_0.69,1,0,0.360000000000,0.360000000000,1,true
0.76_0.7,1,0,0.360000000000,0.360000000000,1,true
0.76_0.72,1,0,0.360000000000,0.360000000000,1,true
0.76_0.82,1,0,0.360000000000,0.360000000000,1,true
0.76_0.92,1,0,0.360000000000,0.360000000000,1,true
0.76_0.94,1,0,0.360000000000,0.360000000000,1,true
0.76_0.97,1,0,0.360000000000,0.360000000000,1,true
0.76_1.03,1,0,0.360000000000,0.360000000000,1,true
0.76_1.14,1,0,0.360000000000,0.360000000000,1,true
0.76_1.15,1,0,0.360000000000,0.360000000000,1,true
0.76_1.23,1,0,0.360000000000,0.360000000000,1,true
0.76_1.43,2,1,0.720000000000,0.280000000000,1,true
0.76_1.47,1,0,0.360000000000,0.360000000000,1,true
0.76_1.54,1,0,0.360000000000,0.360000000000,1,true
0.76_1.75,1,0,0.360000000000,0.360000000000,1,true
0.76_1.87,1,0,0.360000000000,0.360000000000,1,true
0.76_1.88,1,0,0.360000000000,0.360000000000,1,true
0.76_1.92,1,0,0.360000000000,0.360000000000,1,true
0.76_1.95,1,0,0.360000000000,0.360000000000,1,true
0.77_0.51,1,0,0.360000000000,0.360000000000,1,true
0.77_0.66,1,0,0.360000000000,0.360000000000,1,true
0.77_0.68,1,0,0.360000000000,0.360000000000,1,true
0.77_0.77,1,0,0.360000000000,0.360000000000,1,true
0.77_0.8,1,0,0.360000000000,0.360000000000,1,true
0.77_0.86,1,0,0.360000000000,0.360000000000,1,true
0.77_0.89,1,0,0.360000000000,0.360000000000,1,true
0.77_0.94,1,0,0.360000000000,0.360000000000,1,true
0.77_0.99,1,0,0.360000000000,0.360000000000,1,true
0.77_1.08,1,0,0.360000000000,0.360000000000,1,true
0.77_1.13,2,1,0.720000000000,0.280000000000,1,true
0.77_1.14,2,1,0.720000000000,0.280000000000,1,true
0.77_1.15,1,0,0.360000000000,0.360000000000,1,true
0.77_1.16,2,1,0.720000000000,0.280000000000,1,true
0.77_1.17,2,1,0.720000000000,0.280000000000,1,true
0.77_1.3,1,0,0.360000000000,0.360000000000,1,true
0.77_1.32,1,0,0.360000000000,0.360000000000,1,true
0.77_1.34,1,0,0.360000000000,0.360000000000,1,true
0.77_1.38,1,0,0.360000000000,0.360000000000,1,true
0.77_1.39,1,0,0.360000000000,0.360000000000,1,true
0.77_1.49,1,0,0.360000000000,0.360000000000,1,true
0.77_1.53,1,0,0.360000000000,0.360000000000,1,true
0.77_1.54,1,0,0.360000000000,0.360000000000,1,true
0.77_1.55,1,0,0.360000000000,0.360000000000,1,true
0.77_1.56,1,0,0.360000000000,0.360000000000,1,true
0.77_1.57,1,0,0.360000000000,0.360000000000,1,true
0.77_1.6,1,0,0.360000000000,0.360000000000,1,true
0.77_1.63,2,1,0.720000000000,0.280000000000,1,true
0.77_1.67,1,0,0.360000000000,0.360000000000,1,true
0.77_1.71,1,0,0.360000000000,0.360000000000,1,true
0.77_1.8,1,0,0.360000000000,0.360000000000,1,true
0.77_1.82,2,1,0.720000000000,0.280000000000,1,true
0.77_1.91,1,0,0.360000000000,0.360000000000,1,true
0.77_1.93,1,0,0.360000000000,0.360000000000,1,true
0.78_0.59,1,0,0.360000000000,0.360000000000,1,true
0.78_0.62,1,0,0.360000000000,0.360000000000,1,true
0.78_0.73,1,0,0.360000000000,0.360000000000,1,true
0.78_0.85,1,0,0.360000000000,0.360000000000,1,true
0.78_0.9,1,0,0.360000000000,0.360000000000,1,true
0.78_0.93,1,0,0.360000000000,0.360000000000,1,true
0.78_1.16,1,0,0.360000000000,0.360000000000,1,true
0.78_1.34,1,0,0.360000000000,0.360000000000,1,true
0.78_1.4,1,0,0.360000000000,0.360000000000,1,true
0.78_1.47,2,1,0.720000000000,0.280000000000,1,true
0.78_1.5,1,0,0.360000000000,0.360000000000,1,true
0.78_1.51,1,0,0.360000000000,0.360000000000,1,true
0.78_1.6,1,0,0.360000000000,0.360000000000,1,true
0.78_1.67,1,0,0.360000000000,0.360000000000,1,true
0.78_1.73,1,0,0.360000000000,0.360000000000,1,true
0.78_1.76,2,1,0.720000000000,0.280000000000,1,true
0.78_1.78,1,0,0.360000000000,0.360000000000,1,true
0.78_1.81,1,0,0.360000000000,0.360000000000,1,true
0.78_1.87,1,0,0.360000000000,0.360000000000,1,true
0.78_1.91,1,0,0.360000000000,0.360000000000,1,true
0.78_2.0,1,0,0.360000000000,0.360000000000,1,true
0.79_0.55,1,0,0.360000000000,0.360000000000,1,true
0.79_0.66,1,0,0.360000000000,0.360000000000,1,true
0.79_0.72,1,0,0.360000000000,0.360000000000,1,true
0.79_0.73,1,0,0.360000000000,0.360000000000,1,true
0.79_0.82,1,0,0.360000000000,0.360000000000,1,true
0.79_0.85,1,0,0.360000000000,0.360000000000,1,true
0.79_0.86,1,0,0.360000000000,0.360000000000,1,true
0.79_0.88,1,0,0.360000000000,0.360000000000,1,true
0.79_0.99,1,0,0.360000000000,0.360000000000,1,true
0.79_1.01,1,0,0.360000000000,0.360000000000,1,true
0.79_1.12,1,0,0.360000000000,0.360000000000,1,true
0.79_1.15,2,1,0.720000000000,0.280000000000,1,true
0.79_1.18,1,0,0.360000000000,0.360000000000,1,true
0.79_1.26,1,0,0.360000000000,0.360000000000,1,true
0.79_1.5,1,0,0.360000000000,0.360000000000,1,true
0.79_1.51,3,1,1.080000000000,0.080000000000,1,true
0.79_1.62,1,0,0.360000000000,0.360000000000,1,true
0.79_1.67,1,0,0.360000000000,0.360000000000,1,true
0.79_1.74,1,0,0.360000000000,0.360000000000,1,true
0.79_1.78,1,0,0.360000000000,0.360000000000,1,true
0.79_1.8,1,0,0.360000000000,0.360000000000,1,true
0.79_1.87,1,0,0.360000000000,0.360000000000,1,true
0.79_1.89,2,1,0.720000000000,0.280000000000,1,true
0.79_1.9,1,0,0.360000000000,0.360000000000,1,true
0.79_1.96,1,0,0.360000000000,0.360000000000,1,true
0.7_0.56,1,0,0.360000000000,0.360000000000,1,true
0.7_0.65,1,0,0.360000000000,0.360000000000,1,true
0.7_0.84,1,0,0.360000000000,0.360000000000,1,true
0.7_0.91,1,0,0.360000000000,0.360000000000,1,true
0.7_0.95,1,0,0.360000000000,0.360000000000,1,true
0.7_1.0,1,0,0.360000000000,0.360000000000,1,true
0.7_1.02,1,0,0.360000000000,0.360000000000,1,true
0.7_1.03,1,0,0.360000000000,0.360000000000,1,true
0.7_1.11,1,0,0.360000000000,0.360000000000,1,true
0.7_1.13,1,0,0.360000000000,0.360000000000,1,true
0.7_1.28,2,1,0.720000000000,0.280000000000,1,true
0.7_1.37,1,0,0.360000000000,0.360000000000,1,true
0.7_1.41,1,0,0.360000000000,0.360000000000,1,true
0.7_1.53,1,0,0.360000000000,0.360000000000,1,true
0.7_1.58,1,0,0.360000000000,0.360000000000,1,true
0.7_1.62,1,0,0.360000000000,0.360000000000,1,true
0.7_1.68,1,0,0.360000000000,0.360000000000,1,true
0.7_1.73,1,0,0.360000000000,0.360000000000,1,true
0.7_1.86,1,0,0.360000000000,0.360000000000,1,true
0.7_1.92,1,0,0.360000000000,0.360000000000,1,true
0.81_0.51,1,0,0.360000000000,0.360000000000,1,true
0.81_0.61,1,0,0.360000000000,0.360000000000,1,true
0.81_0.71,1,0,0.360000000000,0.360000000000,1,true
0.81_0.73,1,0,0.360000000000,0.360000000000,1,true
0.81_1.01,2,1,0.720000000000,0.280000000000,1,true
0.81_1.14,1,0,0.360000000000,0.360000000000,1,true
0.81_1.15,1,0,0.360000000000,0.360000000000,1,true
0.81_1.2,1,0,0.360000000000,0.360000000000,1,true
0.81_1.35,1,0,0.360000000000,0.360000000000,1,true
0.81_1.38,2,1,0.720000000000,0.280000000000,1,true
0.81_1.57,1,0,0.360000000000,0.360000000000,1,true
0.81_1.58,1,0,0.360000000000,0.360000000000,1,true
0.81_1.59,1,0,0.360000000000,0.360000000000,1,true
0.81_1.62,1,0,0.360000000000,0.360000000000,1,true
0.81_1.64,1,0,0.360000000000,0.360000000000,1,true
0.81_1.65,1,0,0.360000000000,0.360000000000,1,true
0.81_1.89,1,0,0.360000000000,0.360000000000,1,true
0.81_1.9,1,0,0.360000000000,0.360000000000,1,true
0.81_1.91,1,0,0.360000000000,0.360000000000,1,true
0.81_1.94,2,1,0.720000000000,0.280000000000,1,true
0.81_1.95,1,0,0.360000000000,0.360000000000,1,true
0.82_0.54,1,0,0.360000000000,0.360000000000,1,true
0.82_0.59,1,0,0.360000000000,0.360000000000,1,true
0.82_0.6,1,0,0.360000000000,0.360000000000,1,true
0.82_0.62,2,1,0.720000000000,0.280000000000,1,true
0.82_0.68,1,0,0.360000000000,0.360000000000,1,true
0.82_0.7,1,0,0.360000000000,0.360000000000,1,true
0.82_0.79,1,0,0.360000000000,0.360000000000,1,true
0.82_0.83,1,0,0.360000000000,0.360000000000,1,true
0.82_0.88,1,0,0.360000000000,0.360000000000,1,true
0.82_1.0,1,0,0.360000000000,0.360000000000,1,true
0.82_1.01,1,0,0.360000000000,0.360000000000,1,true
0.82_1.13,1,0,0.360000000000,0.360000000000,1,true
0.82_1.27,3,1,1.080000000000,0.080000000000,1,true
0.82_1.3,1,0,0.360000000000,0.360000000000,1,true
0.82_1.41,1,0,0.360000000000,0.360000000000,1,true
0.82_1.42,1,0,0.360000000000,0.360000000000,1,true
0.82_1.53,1,0,0.360000000000,0.360000000000,1,true
0.82_1.62,1,0,0.360000000000,0.360000000000,1,true
0.82_1.64,1,0,0.360000000000,0.360000000000,1,true
0.82_1.71,1,0,0.360000000000,0.360000000000,1,true
0.82_1.9,1,0,0.360000000000,0.360000000000,1,true
0.82_1.92,1,0,0.360000000000,0.360000000000,1,true
0.82_1.97,1,0,0.360000000000,0.360000000000,1,true
0.83_0.56,1,0,0.360000000000,0.360000000000,1,true
0.83_0.6,1,0,0.360000000000,0.360000000000,1,true
0.83_0.88,1,0,0.360000000000,0.360000000000,1,true
0.83_0.96,1,0,0.360000000000,0.360000000000,1,true
0.83_1.03,2,1,0.720000000000,0.280000000000,1,true
0.83_1.06,1,0,0.360000000000,0.360000000000,1,true
0.83_1.09,1,0,0.360000000000,0.360000000000,1,true
0.83_1.12,1,0,0.360000000000,0.360000000000,1,true
0.83_1.14,1,0,0.360000000000,0.360000000000,1,true
0.83_1.16,2,1,0.720000000000,0.280000000000,1,true
0.83_1.21,1,0,0.360000000000,0.360000000000,1,true
0.83_1.25,1,0,0.360000000000,0.360000000000,1,true
0.83_1.33,1,0,0.360000000000,0.360000000000,1,true
0.83_1.35,1,0,0.360000000000,0.360000000000,1,true
0.83_1.44,2,1,0.720000000000,0.280000000000,1,true
0.83_1.45,1,0,0.360000000000,0.360000000000,1,true
0.83_1.62,1,0,0.360000000000,0.360000000000,1,true
0.83_1.82,1,0,0.360000000000,0.360000000000,1,true
0.83_1.86,1,0,0.360000000000,0.360000000000,1,true
0.83_1.89,1,0,0.360000000000,0.360000000000,1,true
0.83_1.91,1,0,0.360000000000,0.360000000000,1,true
0.83_1.93,1,0,0.360000000000,0.360000000000,1,true
0.83_1.96,1,0,0.360000000000,0.360000000000,1,true
0.84_0.53,1,0,0.360000000000,0.360000000000,1,true
0.84_0.56,2,1,0.720000000000,0.280000000000,1,true
0.84_0.58,1,0,0.360000000000,0.360000000000,1,true
0.84_0.62,1,0,0.360000000000,0.360000000000,1,true
0.84_0.68,1,0,0.360000000000,0.360000000000,1,true
0.84_0.84,1,0,0.360000000000,0.360000000000,1,true
0.84_0.85,1,0,0.360000000000,0.360000000000,1,true
0.84_0.86,1,0,0.360000000000,0.360000000000,1,true
0.84_0.9,1,0,0.360000000000,0.360000000000,1,true
0.84_0.91,1,0,0.360000000000,0.360000000000,1,true
0.84_1.0,1,0,0.360000000000,0.360000000000,1,true
0.84_1.04,1,0,0.360000000000,0.360000000000,1,true
0.84_1.1,1,0,0.360000000000,0.360000000000,1,true
0.84_1.22,1,0,0.360000000000,0.360000000000,1,true
0.84_1.24,1,0,0.360000000000,0.360000000000,1,true
0.84_1.28,1,0,0.360000000000,0.360000000000,1,true
0.84_1.29,1,0,0.360000000000,0.360000000000,1,true
0.84_1.3,1,0,0.360000000000,0.360000000000,1,true
0.84_1.32,1,0,0.360000000000,0.360000000000,1,true
0.84_1.34,1,0,0.360000000000,0.360000000000,1,true
0.84_1.4,1,0,0.360000000000,0.360000000000,1,true
0.84_1.48,1,0,0.360000000000,0.360000000000,1,true
0.84_1.61,1,0,0.360000000000,0.360000000000,1,true
0.84_1.62,1,0,0.360000000000,0.360000000000,1,true
0.84_1.66,1,0,0.360000000000,0.360000000000,1,true
0.84_1.7,1,0,0.360000000000,0.360000000000,1,true
0.84_1.83,1,0,0.360000000000,0.360000000000,1,true
0.84_1.87,1,0,0.360000000000,0.360000000000,1,true
0.84_1.88,1,0,0.360000000000,0.360000000000,1,true
0.84_1.98,1,0,0.360000000000,0.360000000000,1,true
0.85_0.51,1,0,0.360000000000,0.360000000000,1,true
0.85_0.57,2,1,0.720000000000,0.280000000000,1,true
0.85_0.6,1,0,0.360000000000,0.360000000000,1,true
0.85_0.64,1,0,0.360000000000,0.360000000000,1,true
0.85_0.65,1,0,0.360000000000,0.360000000000,1,true
0.85_0.74,2,1,0.720000000000,0.280000000000,1,true
0.85_0.78,1,0,0.360000000000,0.360000000000,1,true
0.85_0.81,1,0,0.360000000000,0.360000000000,1,true
0.85_0.85,1,0,0.360000000000,0.360000000000,1,true
0.85_0.87,2,1,0.720000000000,0.280000000000,1,true
0.85_0.88,1,0,0.360000000000,0.360000000000,1,true
0.85_1.06,1,0,0.360000000000,0.360000000000,1,true
0.85_1.11,1,0,0.360000000000,0.360000000000,1,true
0.85_1.14,1,0,0.360000000000,0.360000000000,1,true
0.85_1.16,1,0,0.360000000000,0.360000000000,1,true
0.85_1.18,1,0,0.360000000000,0.360000000000,1,true
0.85_1.28,1,0,0.360000000000,0.360000000000,1,true
0.85_1.32,1,1,0.360000000000,0.640000000000,1,true
0.85_1.34,1,1,0.360000000000,0.640000000000,1,true
0.85_1.38,1,1,0.360000000000,0.640000000000,1,true
0.85_1.39,1,1,0.360000000000,0.640000000000,1,true
0.85_1.57,1,1,0.360000000000,0.640000000000,1,true
0.85_1.61,1,1,0.360000000000,0.640000000000,1,true
0.85_1.62,1,1,0.360000000000,0.640000000000,1,true
0.85_1.63,1,1,0.360000000000,0.640000000000,1,true
0.85_1.71,1,1,0.360000000000,0.640000000000,1,true
0.85_1.77,1,1,0.360000000000,0.640000000000,1,true
0.85_1.82,1,1,0.360000000000,0.640000000000,1,true
0.85_1.89,1,1,0.360000000000,0.640000000000,1,true
0.86_0.57,1,1,0.360000000000,0.640000000000,1,true
0.86_0.63,1,1,0.360000000000,0.640000000000,1,true
0.86_0.69,1,1,0.360000000000,0.640000000000,1,true
0.86_1.03,1,1,0.360000000000,0.640000000000,1,true
0.86_1.11,2,1,0.720000000000,0.280000000000,1,true
0.86_1.16,1,1,0.360000000000,0.640000000000,1,true
0.86_1.18,1,1,0.360000000000,0.640000000000,1,true
0.86_1.2,1,1,0.360000000000,0.640000000000,1,true
0.86_1.22,2,1,0.720000000000,0.280000000000,1,true
0.86_1.39,1,1,0.360000000000,0.640000000000,1,true
0.86_1.4,1,1,0.360000000000,0.640000000000,1,true
0.86_1.48,1,1,0.360000000000,0.640000000000,1,true
0.86_1.5,2,1,0.720000000000,0.280000000000,1,true
0.86_1.59,1,1,0.360000000000,0.640000000000,1,true
0.86_1.65,1,1,0.360000000000,0.640000000000,1,true
0.86_1.79,1,1,0.360000000000,0.640000000000,1,true
0.86_1.82,1,1,0.360000000000,0.640000000000,1,true
0.86_1.94,1,1,0.360000000000,0.640000000000,1,true
0.86_1.99,1,1,0.360000000000,0.640000000000,1,true
0.87_0.52,1,1,0.360000000000,0.640000000000,1,true
0.87_0.57,1,1,0.360000000000,0.640000000000,1,true
0.87_0.59,1,1,0.360000000000,0.640000000000,1,true
0.87_0.62,1,1,0.360000000000,0.640000000000,1,true
0.87_0.68,1,1,0.360000000000,0.640000000000,1,true
0.87_0.69,1,1,0.360000000000,0.640000000000,1,true
0.87_0.77,1,1,0.360000000000,0.640000000000,1,true
0.87_0.81,1,1,0.360000000000,0.640000000000,1,true
0.87_0.83,1,1,0.360000000000,0.640000000000,1,true
0.87_0.85,1,1,0.360000000000,0.640000000000,1,true
0.87_0.95,1,1,0.360000000000,0.640000000000,1,true
0.87_1.02,1,1,0.360000000000,0.640000000000,1,true
0.87_1.12,1,1,0.360000000000,0.640000000000,1,true
0.87_1.2,1,1,0.360000000000,0.640000000000,1,true
0.87_1.23,1,1,0.360000000000,0.640000000000,1,true
0.87_1.32,1,1,0.360000000000,0.640000000000,1,true
0.87_1.33,1,1,0.360000000000,0.640000000000,1,true
0.87_1.34,1,1,0.360000000000,0.640000000000,1,true
0.87_1.37,1,1,0.360000000000,0.640000000000,1,true
0.87_1.47,1,1,0.360000000000,0.640000000000,1,true
0.87_1.51,1,1,0.360000000000,0.640000000000,1,true
0.87_1.68,1,1,0.360000000000,0.640000000000,1,true
0.87_1.71,1,1,0.360000000000,0.640000000000,1,true
0.87_1.73,1,1,0.360000000000,0.640000000000,1,true
0.87_1.78,1,1,0.360000000000,0.640000000000,1,true
0.87_1.85,1,1,0.360000000000,0.640000000000,1,true
0.87_1.88,1,1,0.360000000000,0.640000000000,1,true
0.87_1.96,1,1,0.360000000000,0.640000000000,1,true
0.88_0.54,1,1,0.360000000000,0.640000000000,1,true
0.88_0.55,1,1,0.360000000000,0.640000000000,1,true
0.88_0.56,1,1,0.360000000000,0.640000000000,1,true
0.88_0.62,1,1,0.360000000000,0.640000000000,1,true
0.88_0.75,1,1,0.360000000000,0.640000000000,1,true
0.88_0.77,1,1,0.360000000000,0.640000000000,1,true
0.88_0.78,1,1,0.360000000000,0.640000000000,1,true
0.88_1.01,1,1,0.360000000000,0.640000000000,1,true
0.88_1.12,1,1,0.360000000000,0.640000000000,1,true
0.88_1.15,2,1,0.720000000000,0.280000000000,1,true
0.88_1.19,1,1,0.360000000000,0.640000000000,1,true
0.88_1.25,1,1,0.360000000000,0.640000000000,1,true
0.88_1.27,1,1,0.360000000000,0.640000000000,1,true
0.88_1.38,1,1,0.360000000000,0.640000000000,1,true
0.88_1.42,2,1,0.720000000000,0.280000000000,1,true
0.88_1.43,1,1,0.360000000000,0.640000000000,1,true
0.88_1.49,1,1,0.360000000000,0.640000000000,1,true
0.88_1.52,1,1,0.360000000000,0.640000000000,1,true
0.88_1.57,1,1,0.360000000000,0.640000000000,1,true
0.88_1.7,1,1,0.360000000000,0.640000000000,1,true
0.88_1.73,1,1,0.360000000000,0.640000000000,1,true
0.88_1.75,1,1,0.360000000000,0.640000000000,1,true
0.88_1.83,1,1,0.360000000000,0.640000000000,1,true
0.88_1.95,1,1,0.360000000000,0.640000000000,1,true
0.88_1.99,1,1,0.360000000000,0.640000000000,1,true
0.89_0.54,1,1,0.360000000000,0.640000000000,1,true
0.89_0.81,1,1,0.360000000000,0.640000000000,1,true
0.89_0.82,1,1,0.360000000000,0.640000000000,1,true
0.89_0.89,1,1,0.360000000000,0.640000000000,1,true
0.89_1.0,2,1,0.720000000000,0.280000000000,1,true
0.89_1.06,1,1,0.360000000000,0.640000000000,1,true
0.89_1.09,1,1,0.360000000000,0.640000000000,1,true
0.89_1.11,1,1,0.360000000000,0.640000000000,1,true
0.89_1.15,1,1,0.360000000000,0.640000000000,1,true
0.89_1.26,1,1,0.360000000000,0.640000000000,1,true
0.89_1.4,1,1,0.360000000000,0.640000000000,1,true
0.89_1.49,1,1,0.360000000000,0.640000000000,1,true
0.89_1.55,1,1,0.360000000000,0.640000000000,1,true
0.89_1.59,1,1,0.360000000000,0.640000000000,1,true
0.89_1.66,1,1,0.360000000000,0.640000000000,1,true
0.89_1.68,1,1,0.360000000000,0.640000000000,1,true
0.89_1.83,1,1,0.360000000000,0.640000000000,1,true
0.89_1.85,1,1,0.360000000000,0.640000000000,1,true
0.89_1.94,1,1,0.360000000000,0.640000000000,1,true
0.89_1.96,1,1,0.360000000000,0.640000000000,1,true
0.89_1.98,1,1,0.360000000000,0.640000000000,1,true
0.8_0.54,1,1,0.360000000000,0.640000000000,1,true
0.8_0.55,1,1,0.360000000000,0.640000000000,1,true
0.8_0.62,1,1,0.360000000000,0.640000000000,1,true
0.8_0.66,1,1,0.360000000000,0.640000000000,1,true
0.8_0.67,1,1,0.360000000000,0.640000000000,1,true
0.8_0.68,1,1,0.360000000000,0.640000000000,1,true
0.8_0.72,1,1,0.360000000000,0.640000000000,1,true
0.8_0.74,1,1,0.360000000000,0.640000000000,1,true
0.8_0.77,1,1,0.360000000000,0.640000000000,1,true
0.8_0.86,1,1,0.360000000000,0.640000000000,1,true
0.8_0.91,1,1,0.360000000000,0.640000000000,1,true
0.8_1.01,2,1,0.720000000000,0.280000000000,1,true
0.8_1.08,1,1,0.360000000000,0.640000000000,1,true
0.8_1.35,1,1,0.360000000000,0.640000000000,1,true
0.8_1.36,1,1,0.360000000000,0.640000000000,1,true
0.8_1.44,1,1,0.360000000000,0.640000000000,1,true
0.8_1.55,2,1,0.720000000000,0.280000000000,1,true
0.8_1.59,1,1,0.360000000000,0.640000000000,1,true
0.8_1.72,1,1,0.360000000000,0.640000000000,1,true
0.8_1.77,1,1,0.360000000000,0.640000000000,1,true
0.8_1.78,1,1,0.360000000000,0.640000000000,1,true
0.8_1.94,1,1,0.360000000000,0.640000000000,1,true
0.91_0.52,1,1,0.360000000000,0.640000000000,1,true
0.91_0.53,2,1,0.720000000000,0.280000000000,1,true
0.91_0.61,1,1,0.360000000000,0.640000000000,1,true
0.91_0.62,1,1,0.360000000000,0.640000000000,1,true
0.91_0.64,1,1,0.360000000000,0.640000000000,1,true
0.91_0.66,1,1,0.360000000000,0.640000000000,1,true
0.91_0.72,2,1,0.720000000000,0.280000000000,1,true
0.91_0.73,1,1,0.360000000000,0.640000000000,1,true
0.91_0.86,1,1,0.360000000000,0.640000000000,1,true
0.91_0.96,1,1,0.360000000000,0.640000000000,1,true
0.91_1.05,2,1,0.720000000000,0.280000000000,1,true
0.91_1.06,1,1,0.360000000000,0.640000000000,1,true
0.91_1.15,1,1,0.360000000000,0.640000000000,1,true
0.91_1.17,1,1,0.360000000000,0.640000000000,1,true
0.91_1.19,1,1,0.360000000000,0.640000000000,1,true
0.91_1.37,1,1,0.360000000000,0.640000000000,1,true
0.91_1.41,1,1,0.360000000000,0.640000000000,1,true
0.91_1.44,2,1,0.720000000000,0.280000000000,1,true
0.91_1.49,1,1,0.360000000000,0.640000000000,1,true
0.91_1.54,1,1,0.360000000000,0.640000000000,1,true
0.91_1.61,1,1,0.360000000000,0.640000000000,1,true
0.91_1.62,1,1,0.360000000000,0.640000000000,1,true
0.91_1.72,1,1,0.360000000000,0.640000000000,1,true
0.91_1.74,1,1,0.360000000000,0.640000000000,1,true
0.91_1.76,1,1,0.360000000000,0.640000000000,1,true
0.91_1.85,2,1,0.720000000000,0.280000000000,1,true
0.91_1.91,1,1,0.360000000000,0.640000000000,1,true
0.91_1.94,1,1,0.360000000000,0.640000000000,1,true
0.92_0.5,1,1,0.360000000000,0.640000000000,1,true
0.92_0.62,1,1,0.360000000000,0.640000000000,1,true
0.92_0.65,1,1,0.360000000000,0.640000000000,1,true
0.92_0.66,1,1,0.360000000000,0.640000000000,1,true
0.92_0.76,1,1,0.360000000000,0.640000000000,1,true
0.92_0.83,1,1,0.360000000000,0.640000000000,1,true
0.92_0.92,1,1,0.360000000000,0.640000000000,1,true
0.92_1.14,1,1,0.360000000000,0.640000000000,1,true
0.92_1.24,1,1,0.360000000000,0.640000000000,1,true
0.92_1.25,1,1,0.360000000000,0.640000000000,1,true
0.92_1.33,1,1,0.360000000000,0.640000000000,1,true
0.92_1.34,1,1,0.360000000000,0.640000000000,1,true
0.92_1.35,1,1,0.360000000000,0.640000000000,1,true
0.92_1.41,1,1,0.360000000000,0.640000000000,1,true
0.92_1.44,1,1,0.360000000000,0.640000000000,1,true
0.92_1.46,1,1,0.360000000000,0.640000000000,1,true
0.92_1.48,1,1,0.360000000000,0.640000000000,1,true
0.92_1.59,1,1,0.360000000000,0.640000000000,1,true
0.92_1.61,1,1,0.360000000000,0.640000000000,1,true
0.92_1.66,1,1,0.360000000000,0.640000000000,1,true
0.92_1.79,1,1,0.360000000000,0.640000000000,1,true
0.92_1.87,1,1,0.360000000000,0.640000000000,1,true
0.92_1.89,1,1,0.360000000000,0.640000000000,1,true
0.93_0.63,1,1,0.360000000000,0.640000000000,1,true
0.93_0.69,2,1,0.720000000000,0.280000000000,1,true
0.93_0.74,1,1,0.360000000000,0.640000000000,1,true
0.93_0.77,1,1,0.360000000000,0.640000000000,1,true
0.93_0.78,1,1,0.360000000000,0.640000000000,1,true
0.93_0.8,1,1,0.360000000000,0.640000000000,1,true
0.93_0.96,2,1,0.720000000000,0.280000000000,1,true
0.93_1.08,2,1,0.720000000000,0.280000000000,1,true
0.93_1.38,1,1,0.360000000000,0.640000000000,1,true
0.93_1.48,1,1,0.360000000000,0.640000000000,1,true
0.93_1.49,1,1,0.360000000000,0.640000000000,1,true
