image_id,fold_id,fold_role
1608,0,train
1608,1,train
1608,2,train
1608,3,train
1608,4,val
1609,0,train
1609,1,train
1609,2,val
1609,3,train
1609,4,train
160,0,val
160,1,train
160,2,train
160,3,train
160,4,train
1610,0,train
1610,1,train
1610,2,train
1610,3,train
1610,4,val
1611,0,train
1611,1,train
1611,2,val
1611,3,train
1611,4,train
1612,0,train
1612,1,train
1612,2,val
1612,3,train
1612,4,train
1613,0,train
1613,1,train
1613,2,train
1613,3,val
1613,4,train
1614,0,train
1614,1,train
1614,2,train
1614,3,val
1614,4,train
1615,0,train
1615,1,train
1615,2,train
1615,3,val
1615,4,train
1616,0,train
1616,1,train
1616,2,train
1616,3,train
1616,4,val
1617,0,train
1617,1,train
1617,2,val
1617,3,train
1617,4,train
1618,0,train
1618,1,val
1618,2,train
1618,3,train
1618,4,train
1619,0,train
1619,1,train
1619,2,val
1619,3,train
1619,4,train
161,0,train
161,1,train
161,2,train
161,3,train
161,4,val
1620,0,train
1620,1,val
1620,2,train
1620,3,train
1620,4,train
1621,0,train
1621,1,train
1621,2,train
1621,3,val
1621,4,train
1622,0,train
1622,1,train
1622,2,train
1622,3,val
1622,4,train
1623,0,train
1623,1,train
1623,2,train
1623,3,train
1623,4,val
1624,0,train
1624,1,train
1624,2,train
1624,3,val
1624,4,train
1625,0,train
1625,1,train
1625,2,train
1625,3,val
1625,4,train
1626,0,train
1626,1,val
1626,2,train
1626,3,train
1626,4,train
1627,0,train
1627,1,train
1627,2,val
1627,3,train
1627,4,train
1628,0,train
1628,1,train
1628,2,train
1628,3,train
1628,4,val
1629,0,train
1629,1,train
1629,2,train
1629,3,val
1629,4,train
162,0,val
162,1,train
162,2,train
162,3,train
162,4,train
1630,0,train
1630,1,val
1630,2,train
1630,3,train
1630,4,train
1631,0,val
1631,1,train
1631,2,train
1631,3,train
1631,4,train
1632,0,val
1632,1,train
1632,2,train
1632,3,train
1632,4,train
1633,0,val
1633,1,train
1633,2,train
1633,3,train
1633,4,train
1634,0,train
1634,1,train
1634,2,train
1634,3,train
1634,4,val
1635,0,train
1635,1,train
1635,2,train
1635,3,val
1635,4,train
1636,0,train
1636,1,train
1636,2,train
1636,3,val
1636,4,train
1637,0,val
1637,1,train
1637,2,train
1637,3,train
1637,4,train
1638,0,train
1638,1,val
1638,2,train
1638,3,train
1638,4,train
1639,0,val
1639,1,train
1639,2,train
1639,3,train
1639,4,train
163,0,train
163,1,train
163,2,train
163,3,val
163,4,train
1640,0,val
1640,1,train
1640,2,train
1640,3,train
1640,4,train
1641,0,train
1641,1,train
1641,2,train
1641,3,val
1641,4,train
1642,0,val
1642,1,train
1642,2,train
1642,3,train
1642,4,train
1643,0,train
1643,1,train
1643,2,val
1643,3,train
1643,4,train
1644,0,train
1644,1,val
1644,2,train
1644,3,train
1644,4,train
1645,0,train
1645,1,train
1645,2,val
1645,3,train
1645,4,train
1646,0,val
1646,1,train
1646,2,train
1646,3,train
1646,4,train
1647,0,train
1647,1,train
1647,2,train
1647,3,train
1647,4,val
1648,0,train
1648,1,train
1648,2,train
1648,3,train
1648,4,val
1649,0,train
1649,1,train
1649,2,train
1649,3,train
1649,4,val
164,0,train
164,1,train
164,2,train
164,3,train
164,4,val
1650,0,val
1650,1,train
1650,2,train
1650,3,train
1650,4,train
1651,0,train
1651,1,train
1651,2,train
1651,3,train
1651,4,val
1652,0,train
1652,1,train
1652,2,val
1652,3,train
1652,4,train
1653,0,train
1653,1,train
1653,2,train
1653,3,val
1653,4,train
1654,0,train
1654,1,train
1654,2,val
1654,3,train
1654,4,train
1655,0,val
1655,1,train
1655,2,train
1655,3,train
1655,4,train
1656,0,train
1656,1,train
1656,2,train
1656,3,train
1656,4,val
1657,0,train
1657,1,train
1657,2,train
1657,3,val
1657,4,train
1658,0,train
1658,1,train
1658,2,val
1658,3,train
1658,4,train
1659,0,train
1659,1,val
1659,2,train
1659,3,train
1659,4,train
165,0,train
165,1,train
165,2,train
165,3,val
165,4,train
1660,0,val
1660,1,train
1660,2,train
1660,3,train
1660,4,train
1661,0,train
1661,1,val
1661,2,train
1661,3,train
1661,4,train
1662,0,train
1662,1,train
1662,2,train
1662,3,val
1662,4,train
1663,0,train
1663,1,train
1663,2,val
1663,3,train
1663,4,train
1664,0,train
1664,1,train
1664,2,train
1664,3,train
1664,4,val
1665,0,train
1665,1,train
1665,2,val
1665,3,train
1665,4,train
1666,0,val
1666,1,train
1666,2,train
1666,3,train
1666,4,train
1667,0,train
1667,1,train
1667,2,train
1667,3,val
1667,4,train
1668,0,train
1668,1,train
1668,2,train
1668,3,train
1668,4,val
1669,0,train
1669,1,train
1669,2,train
1669,3,val
1669,4,train
166,0,train
166,1,train
166,2,train
166,3,val
166,4,train
1670,0,train
1670,1,train
1670,2,val
1670,3,train
1670,4,train
1671,0,val
1671,1,train
1671,2,train
1671,3,train
1671,4,train
1672,0,train
1672,1,train
1672,2,train
1672,3,train
1672,4,val
1673,0,train
1673,1,train
1673,2,train
1673,3,train
1673,4,val
1674,0,train
1674,1,val
1674,2,train
1674,3,train
1674,4,train
1675,0,train
1675,1,train
1675,2,val
1675,3,train
1675,4,train
1676,0,train
1676,1,train
1676,2,train
1676,3,val
1676,4,train
1677,0,train
1677,1,train
1677,2,val
1677,3,train
1677,4,train
1678,0,val
1678,1,train
1678,2,train
1678,3,train
1678,4,train
1679,0,train
1679,1,train
1679,2,train
1679,3,val
1679,4,train
167,0,train
167,1,train
167,2,val
167,3,train
167,4,train
1680,0,train
1680,1,train
1680,2,train
1680,3,train
1680,4,val
1681,0,train
1681,1,train
1681,2,train
1681,3,train
1681,4,val
1682,0,val
1682,1,train
1682,2,train
1682,3,train
1682,4,train
1683,0,train
1683,1,train
1683,2,train
1683,3,val
1683,4,train
1684,0,train
1684,1,train
1684,2,val
1684,3,train
1684,4,train
1685,0,train
1685,1,val
1685,2,train
1685,3,train
1685,4,train
1686,0,val
1686,1,train
1686,2,train
1686,3,train
1686,4,train
1687,0,val
1687,1,train
1687,2,train
1687,3,train
1687,4,train
1688,0,train
1688,1,train
1688,2,val
1688,3,train
1688,4,train
1689,0,train
1689,1,train
1689,2,train
1689,3,val
1689,4,train
168,0,train
168,1,train
168,2,val
168,3,train
168,4,train
1690,0,train
1690,1,val
1690,2,train
1690,3,train
1690,4,train
1691,0,train
1691,1,train
1691,2,train
1691,3,train
1691,4,val
1692,0,train
1692,1,train
1692,2,train
1692,3,train
1692,4,val
1693,0,train
1693,1,train
1693,2,train
1693,3,train
1693,4,val
1694,0,train
1694,1,train
1694,2,train
1694,3,train
1694,4,val
1695,0,train
1695,1,train
1695,2,val
1695,3,train
1695,4,train
1696,0,train
1696,1,train
1696,2,val
1696,3,train
1696,4,train
1697,0,val
1697,1,train
1697,2,train
1697,3,train
1697,4,train
1698,0,train
1698,1,train
1698,2,train
1698,3,val
1698,4,train
1699,0,train
1699,1,val
1699,2,train
1699,3,train
1699,4,train
169,0,train
169,1,val
169,2,train
169,3,train
169,4,train
16,0,train
16,1,train
16,2,train
16,3,train
16,4,val
1700,0,train
1700,1,train
1700,2,train
1700,3,val
1700,4,train
1701,0,train
1701,1,train
1701,2,val
1701,3,train
1701,4,train
1702,0,train
1702,1,train
1702,2,train
1702,3,val
1702,4,train
1703,0,val
1703,1,train
1703,2,train
1703,3,train
1703,4,train
1704,0,val
1704,1,train
1704,2,train
1704,3,train
1704,4,train
1705,0,train
1705,1,train
1705,2,train
1705,3,train
1705,4,val
1706,0,train
1706,1,train
1706,2,train
1706,3,val
1706,4,train
1707,0,train
1707,1,train
1707,2,train
1707,3,train
1707,4,val
1708,0,val
1708,1,train
1708,2,train
1708,3,train
1708,4,train
1709,0,val
1709,1,train
1709,2,train
1709,3,train
1709,4,train
170,0,val
170,1,train
170,2,train
170,3,train
170,4,train
1710,0,train
1710,1,train
1710,2,train
1710,3,train
1710,4,val
1711,0,train
1711,1,val
1711,2,train
1711,3,train
1711,4,train
1712,0,train
1712,1,train
1712,2,train
1712,3,val
1712,4,train
1713,0,train
1713,1,train
1713,2,train
1713,3,val
1713,4,train
1714,0,train
1714,1,train
1714,2,train
1714,3,val
1714,4,train
1715,0,train
1715,1,train
1715,2,val
1715,3,train
1715,4,train
1716,0,train
1716,1,val
1716,2,train
1716,3,train
1716,4,train
1717,0,val
1717,1,train
1717,2,train
1717,3,train
1717,4,train
1718,0,train
1718,1,train
1718,2,train
1718,3,train
1718,4,val
1719,0,train
1719,1,val
1719,2,train
1719,3,train
1719,4,train
171,0,train
171,1,train
171,2,train
171,3,val
171,4,train
1720,0,train
1720,1,train
1720,2,train
1720,3,train
1720,4,val
1721,0,train
1721,1,train
1721,2,val
1721,3,train
1721,4,train
1722,0,train
1722,1,train
1722,2,val
1722,3,train
1722,4,train
1723,0,train
1723,1,train
1723,2,train
1723,3,val
1723,4,train
1724,0,train
1724,1,val
1724,2,train
1724,3,train
1724,4,train
1725,0,train
1725,1,train
1725,2,train
1725,3,val
1725,4,train
1726,0,val
1726,1,train
1726,2,train
1726,3,train
1726,4,train
1727,0,train
1727,1,train
1727,2,train
1727,3,val
1727,4,train
1728,0,train
1728,1,val
1728,2,train
1728,3,train
1728,4,train
1729,0,train
1729,1,train
1729,2,val
1729,3,train
1729,4,train
172,0,train
172,1,val
172,2,train
172,3,train
172,4,train
1730,0,train
1730,1,train
1730,2,train
1730,3,val
1730,4,train
1731,0,train
1731,1,train
1731,2,train
1731,3,train
1731,4,val
1732,0,val
1732,1,train
1732,2,train
1732,3,train
1732,4,train
1733,0,train
1733,1,val
1733,2,train
1733,3,train
1733,4,train
1734,0,train
1734,1,train
1734,2,train
1734,3,train
1734,4,val
1735,0,train
1735,1,val
1735,2,train
1735,3,train
1735,4,train
1736,0,train
1736,1,train
1736,2,train
1736,3,val
1736,4,train
1737,0,train
1737,1,train
1737,2,val
1737,3,train
1737,4,train
1738,0,train
1738,1,val
1738,2,train
1738,3,train
1738,4,train
1739,0,val
1739,1,train
1739,2,train
1739,3,train
1739,4,train
173,0,train
173,1,val
173,2,train
173,3,train
173,4,train
1740,0,train
1740,1,train
1740,2,train
1740,3,val
1740,4,train
1741,0,train
1741,1,val
1741,2,train
1741,3,train
1741,4,train
1742,0,train
1742,1,train
1742,2,val
1742,3,train
1742,4,train
1743,0,train
1743,1,train
1743,2,train
1743,3,train
1743,4,val
1744,0,val
1744,1,train
1744,2,train
1744,3,train
1744,4,train
1745,0,train
1745,1,train
1745,2,val
1745,3,train
1745,4,train
1746,0,train
1746,1,val
1746,2,train
1746,3,train
1746,4,train
1747,0,val
1747,1,train
1747,2,train
1747,3,train
1747,4,train
1748,0,train
1748,1,val
1748,2,train
1748,3,train
1748,4,train
1749,0,train
1749,1,train
1749,2,train
1749,3,train
1749,4,val
174,0,train
174,1,train
174,2,val
174,3,train
174,4,train
1750,0,train
1750,1,val
1750,2,train
1750,3,train
1750,4,train
1751,0,val
1751,1,train
1751,2,train
1751,3,train
1751,4,train
1752,0,train
1752,1,train
1752,2,val
1752,3,train
1752,4,train
1753,0,train
1753,1,train
1753,2,train
1753,3,train
1753,4,val
1754,0,train
1754,1,val
1754,2,train
1754,3,train
1754,4,train
1755,0,train
1755,1,train
1755,2,val
1755,3,train
1755,4,train
1756,0,train
1756,1,train
1756,2,train
1756,3,val
1756,4,train
1757,0,train
1757,1,train
1757,2,train
1757,3,train
1757,4,val
1758,0,train
1758,1,val
1758,2,train
1758,3,train
1758,4,train
1759,0,train
1759,1,train
1759,2,train
1759,3,train
1759,4,val
175,0,train
175,1,train
175,2,train
175,3,train
175,4,val
1760,0,train
1760,1,val
1760,2,train
1760,3,train
1760,4,train
1761,0,train
1761,1,train
1761,2,val
1761,3,train
1761,4,train
1762,0,train
1762,1,train
1762,2,train
1762,3,val
1762,4,train
1763,0,train
1763,1,train
1763,2,train
1763,3,train
1763,4,val
1764,0,val
1764,1,train
1764,2,train
1764,3,train
1764,4,train
1765,0,train
1765,1,val
1765,2,train
1765,3,train
1765,4,train
1766,0,train
1766,1,val
1766,2,train
1766,3,train
1766,4,train
1767,0,train
1767,1,val
1767,2,train
1767,3,train
1767,4,train
1768,0,train
1768,1,train
1768,2,train
1768,3,val
1768,4,train
1769,0,train
1769,1,train
1769,2,val
1769,3,train
1769,4,train
176,0,train
176,1,val
176,2,train
176,3,train
176,4,train
1770,0,train
1770,1,train
1770,2,val
1770,3,train
1770,4,train
1771,0,train
1771,1,train
1771,2,train
1771,3,train
1771,4,val
1772,0,train
1772,1,val
1772,2,train
1772,3,train
1772,4,train
1773,0,train
1773,1,train
1773,2,val
1773,3,train
1773,4,train
1774,0,train
1774,1,val
1774,2,train
1774,3,train
1774,4,train
1775,0,train
1775,1,val
1775,2,train
1775,3,train
1775,4,train
1776,0,train
1776,1,val
1776,2,train
1776,3,train
1776,4,train
1777,0,train
1777,1,train
1777,2,train
1777,3,val
1777,4,train
1778,0,train
1778,1,train
1778,2,val
1778,3,train
1778,4,train
1779,0,train
1779,1,train
1779,2,val
1779,3,train
1779,4,train
177,0,train
177,1,train
177,2,train
177,3,val
177,4,train
1780,0,train
1780,1,train
1780,2,train
1780,3,val
1780,4,train
1781,0,train
1781,1,train
1781,2,train
1781,3,val
1781,4,train
1782,0,train
1782,1,train
1782,2,val
1782,3,train
1782,4,train
1783,0,train
1783,1,train
1783,2,train
1783,3,train
1783,4,val
1784,0,train
1784,1,train
1784,2,val
1784,3,train
1784,4,train
1785,0,train
1785,1,val
1785,2,train
1785,3,train
1785,4,train
1786,0,train
1786,1,val
1786,2,train
1786,3,train
1786,4,train
1787,0,train
1787,1,train
1787,2,val
1787,3,train
1787,4,train
1788,0,train
1788,1,val
1788,2,train
1788,3,train
1788,4,train
1789,0,train
1789,1,val
1789,2,train
1789,3,train
1789,4,train
178,0,train
178,1,train
178,2,train
178,3,val
178,4,train
1790,0,train
1790,1,train
1790,2,val
1790,3,train
1790,4,train
1791,0,train
1791,1,train
1791,2,val
1791,3,train
1791,4,train
1792,0,train
1792,1,val
1792,2,train
1792,3,train
1792,4,train
1793,0,train
1793,1,train
1793,2,train
1793,3,train
1793,4,val
1794,0,train
1794,1,train
1794,2,val
1794,3,train
1794,4,train
1795,0,train
1795,1,val
1795,2,train
1795,3,train
1795,4,train
1796,0,val
1796,1,train
1796,2,train
1796,3,train
1796,4,train
1797,0,train
1797,1,train
1797,2,val
1797,3,train
1797,4,train
1798,0,train
1798,1,train
1798,2,train
1798,3,val
1798,4,train
1799,0,train
1799,1,train
1799,2,val
1799,3,train
1799,4,train
179,0,val
179,1,train
179,2,train
179,3,train
179,4,train
17,0,val
17,1,train
17,2,train
17,3,train
17,4,train
1800,0,train
1800,1,train
1800,2,train
1800,3,train
1800,4,val
1801,0,train
1801,1,train
1801,2,train
1801,3,val
1801,4,train
1802,0,train
1802,1,train
1802,2,train
1802,3,train
1802,4,val
1803,0,train
1803,1,val
1803,2,train
1803,3,train
1803,4,train
1804,0,train
1804,1,val
1804,2,train
1804,3,train
1804,4,train
1805,0,train
1805,1,train
1805,2,train
1805,3,val
1805,4,train
1806,0,val
1806,1,train
1806,2,train
1806,3,train
1806,4,train
1807,0,train
1807,1,train
1807,2,train
1807,3,train
1807,4,val
1808,0,train
1808,1,train
1808,2,val
1808,3,train
1808,4,train
1809,0,train
1809,1,train
1809,2,train
1809,3,val
1809,4,train
180,0,train
180,1,train
180,2,train
180,3,val
180,4,train
1810,0,train
1810,1,val
1810,2,train
1810,3,train
1810,4,train
1811,0,train
1811,1,train
1811,2,train
1811,3,train
1811,4,val
1812,0,train
1812,1,val
1812,2,train
1812,3,train
1812,4,train
1813,0,train
1813,1,val
1813,2,train
1813,3,train
1813,4,train
1814,0,train
1814,1,val
1814,2,train
1814,3,train
1814,4,train
1815,0,train
1815,1,train
1815,2,train
1815,3,train
1815,4,val
1816,0,train
1816,1,train
1816,2,val
1816,3,train
1816,4,train
1817,0,val
1817,1,train
1817,2,train
1817,3,train
1817,4,train
1818,0,val
1818,1,train
1818,2,train
1818,3,train
1818,4,train
1819,0,val
1819,1,train
1819,2,train
1819,3,train
1819,4,train
181,0,train
181,1,train
181,2,train
181,3,val
181,4,train
1820,0,train
1820,1,train
1820,2,val
1820,3,train
1820,4,train
1821,0,train
1821,1,train
1821,2,train
1821,3,train
1821,4,val
1822,0,val
1822,1,train
1822,2,train
1822,3,train
1822,4,train
1823,0,train
1823,1,train
1823,2,val
1823,3,train
1823,4,train
1824,0,train
1824,1,train
1824,2,train
1824,3,val
1824,4,train
1825,0,train
1825,1,train
1825,2,val
1825,3,train
1825,4,train
1826,0,train
1826,1,val
1826,2,train
1826,3,train
1826,4,train
1827,0,train
1827,1,train
1827,2,train
1827,3,train
1827,4,val
1828,0,train
1828,1,train
1828,2,train
1828,3,train
1828,4,val
1829,0,train
1829,1,train
1829,2,val
1829,3,train
1829,4,train
182,0,train
182,1,train
182,2,train
182,3,train
182,4,val
1830,0,train
1830,1,train
1830,2,train
1830,3,train
1830,4,val
1831,0,train
1831,1,train
1831,2,train
1831,3,val
1831,4,train
1832,0,val
1832,1,train
1832,2,train
1832,3,train
1832,4,train
1833,0,train
1833,1,train
1833,2,val
1833,3,train
1833,4,train
1834,0,train
1834,1,train
1834,2,train
1834,3,train
1834,4,val
1835,0,train
1835,1,train
1835,2,val
1835,3,train
1835,4,train
1836,0,train
1836,1,val
1836,2,train
1836,3,train
1836,4,train
1837,0,val
1837,1,train
1837,2,train
1837,3,train
1837,4,train
1838,0,train
1838,1,train
1838,2,val
1838,3,train
1838,4,train
1839,0,train
1839,1,train
1839,2,train
1839,3,train
1839,4,val
183,0,val
183,1,train
183,2,train
183,3,train
183,4,train
1840,0,val
1840,1,train
1840,2,train
1840,3,train
1840,4,train
1841,0,train
1841,1,train
1841,2,val
1841,3,train
1841,4,train
1842,0,train
1842,1,train
1842,2,train
1842,3,val
1842,4,train
1843,0,train
1843,1,val
1843,2,train
1843,3,train
1843,4,train
1844,0,train
1844,1,val
1844,2,train
1844,3,train
1844,4,train
1845,0,train
1845,1,train
1845,2,val
1845,3,train
1845,4,train
1846,0,val
1846,1,train
1846,2,train
1846,3,train
1846,4,train
1847,0,val
1847,1,train
1847,2,train
1847,3,train
1847,4,train
1848,0,train
1848,1,train
1848,2,val
1848,3,train
1848,4,train
1849,0,train
1849,1,val
1849,2,train
1849,3,train
1849,4,train
184,0,train
184,1,train
184,2,val
184,3,train
184,4,train
1850,0,train
1850,1,val
1850,2,train
1850,3,train
1850,4,train
1851,0,val
1851,1,train
1851,2,train
1851,3,train
1851,4,train
1852,0,train
1852,1,train
1852,2,val
1852,3,train
1852,4,train
1853,0,train
1853,1,train
1853,2,train
1853,3,val
1853,4,train
1854,0,val
1854,1,train
1854,2,train
1854,3,train
1854,4,train
1855,0,train
1855,1,val
1855,2,train
1855,3,train
1855,4,train
1856,0,train
1856,1,train
1856,2,val
1856,3,train
1856,4,train
1857,0,val
1857,1,train
1857,2,train
1857,3,train
1857,4,train
1858,0,val
1858,1,train
1858,2,train
1858,3,train
1858,4,train
1859,0,val
1859,1,train
1859,2,train
1859,3,train
1859,4,train
185,0,val
185,1,train
185,2,train
185,3,train
185,4,train
1860,0,val
1860,1,train
1860,2,train
1860,3,train
1860,4,train
1861,0,train
1861,1,train
1861,2,train
1861,3,train
1861,4,val
1862,0,train
1862,1,val
1862,2,train
1862,3,train
1862,4,train
1863,0,val
1863,1,train
1863,2,train
1863,3,train
1863,4,train
1864,0,train
1864,1,val
1864,2,train
1864,3,train
1864,4,train
1865,0,train
1865,1,train
1865,2,train
1865,3,train
1865,4,val
1866,0,val
1866,1,train
1866,2,train
1866,3,train
1866,4,train
1867,0,train
1867,1,val
1867,2,train
1867,3,train
1867,4,train
1868,0,val
1868,1,train
1868,2,train
1868,3,train
1868,4,train
1869,0,train
1869,1,val
1869,2,train
1869,3,train
1869,4,train
186,0,train
186,1,train
186,2,train
186,3,val
186,4,train
1870,0,train
1870,1,train
1870,2,train
1870,3,train
1870,4,val
1871,0,train
1871,1,train
1871,2,val
1871,3,train
1871,4,train
1872,0,train
1872,1,train
1872,2,train
1872,3,val
1872,4,train
1873,0,train
1873,1,val
1873,2,train
1873,3,train
1873,4,train
1874,0,train
1874,1,val
1874,2,train
1874,3,train
1874,4,train
1875,0,val
1875,1,train
1875,2,train
1875,3,train
1875,4,train
1876,0,val
1876,1,train
1876,2,train
1876,3,train
1876,4,train
1877,0,train
1877,1,train
1877,2,train
1877,3,train
1877,4,val
1878,0,train
1878,1,train
1878,2,train
1878,3,train
1878,4,val
1879,0,train
1879,1,val
1879,2,train
1879,3,train
1879,4,train
187,0,train
187,1,train
187,2,train
187,3,train
187,4,val
1880,0,train
1880,1,val
1880,2,train
1880,3,train
1880,4,train
1881,0,train
1881,1,train
1881,2,train
1881,3,train
1881,4,val
1882,0,val
1882,1,train
1882,2,train
1882,3,train
1882,4,train
1883,0,train
1883,1,val
1883,2,train
1883,3,train
1883,4,train
1884,0,train
1884,1,train
1884,2,val
1884,3,train
1884,4,train
1885,0,train
1885,1,train
1885,2,val
1885,3,train
1885,4,train
1886,0,train
1886,1,train
1886,2,val
1886,3,train
1886,4,train
1887,0,train
1887,1,val
1887,2,train
1887,3,train
1887,4,train
1888,0,train
1888,1,train
1888,2,train
1888,3,val
1888,4,train
1889,0,train
1889,1,train
1889,2,val
1889,3,train
1889,4,train
188,0,train
188,1,train
188,2,train
188,3,val
188,4,train
1890,0,train
1890,1,train
1890,2,train
1890,3,val
1890,4,train
1891,0,train
1891,1,train
1891,2,val
1891,3,train
1891,4,train
1892,0,val
1892,1,train
1892,2,train
1892,3,train
1892,4,train
1893,0,train
1893,1,val
1893,2,train
1893,3,train
1893,4,train
1894,0,train
1894,1,val
1894,2,train
1894,3,train
1894,4,train
1895,0,train
1895,1,train
1895,2,train
1895,3,val
1895,4,train
1896,0,train
1896,1,train
1896,2,train
1896,3,train
1896,4,val
1897,0,train
1897,1,train
1897,2,train
1897,3,val
1897,4,train
1898,0,train
1898,1,train
1898,2,val
1898,3,train
1898,4,train
1899,0,train
1899,1,train
1899,2,train
1899,3,train
1899,4,val
189,0,val
189,1,train
189,2,train
189,3,train
189,4,train
18,0,train
18,1,train
18,2,train
18,3,train
18,4,val
1900,0,val
1900,1,train
1900,2,train
1900,3,train
1900,4,train
1901,0,train
1901,1,train
1901,2,val
1901,3,train
1901,4,train
1902,0,val
1902,1,train
1902,2,train
1902,3,train
1902,4,train
1903,0,train
1903,1,train
1903,2,train
1903,3,val
1903,4,train
1904,0,train
1904,1,train
1904,2,train
1904,3,train
1904,4,val
1905,0,train
1905,1,train
1905,2,val
1905,3,train
1905,4,train
1906,0,train
1906,1,train
1906,2,train
1906,3,val
1906,4,train
1907,0,train
1907,1,train
1907,2,train
1907,3,train
1907,4,val
1908,0,train
1908,1,train
1908,2,val
1908,3,train
1908,4,train
1909,0,train
1909,1,val
1909,2,train
1909,3,train
1909,4,train
190,0,train
190,1,train
190,2,val
190,3,train
190,4,train
1910,0,train
1910,1,train
1910,2,val
1910,3,train
1910,4,train
1911,0,train
1911,1,train
1911,2,train
1911,3,train
1911,4,val
1912,0,train
1912,1,train
1912,2,train
1912,3,val
1912,4,train
1913,0,train
1913,1,train
1913,2,train
1913,3,train
1913,4,val
1914,0,train
1914,1,val
1914,2,train
1914,3,train
1914,4,train
1915,0,train
1915,1,train
1915,2,val
1915,3,train
1915,4,train
1916,0,train
1916,1,train
1916,2,train
1916,3,val
1916,4,train
1917,0,train
1917,1,train
1917,2,train
1917,3,val
1917,4,train
1918,0,train
1918,1,train
1918,2,train
1918,3,train
1918,4,val
1919,0,train
1919,1,train
1919,2,train
1919,3,val
1919,4,train
191,0,train
191,1,train
191,2,val
191,3,train
191,4,train
1920,0,train
1920,1,train
1920,2,train
1920,3,train
1920,4,val
1921,0,train
1921,1,train
1921,2,train
1921,3,train
1921,4,val
1922,0,train
1922,1,train
1922,2,train
1922,3,train
1922,4,val
1923,0,train
1923,1,train
1923,2,train
1923,3,train
1923,4,val
1924,0,train
1924,1,train
1924,2,train
1924,3,val
1924,4,train
1925,0,val
1925,1,train
1925,2,train
1925,3,train
1925,4,train
1926,0,train
1926,1,val
1926,2,train
1926,3,train
1926,4,train
1927,0,train
1927,1,train
1927,2,train
1927,3,val
1927,4,train
1928,0,train
1928,1,val
1928,2,train
1928,3,train
1928,4,train
1929,0,val
1929,1,train
1929,2,train
1929,3,train
1929,4,train
192,0,val
192,1,train
192,2,train
192,3,train
192,4,train
1930,0,train
1930,1,train
1930,2,val
1930,3,train
1930,4,train
1931,0,train
1931,1,train
1931,2,val
1931,3,train
1931,4,train
1932,0,train
1932,1,train
1932,2,train
1932,3,train
1932,4,val
1933,0,train
1933,1,train
1933,2,train
1933,3,val
1933,4,train
1934,0,val
1934,1,train
1934,2,train
1934,3,train
1934,4,train
1935,0,train
1935,1,val
1935,2,train
1935,3,train
1935,4,train
1936,0,train
1936,1,train
1936,2,train
1936,3,train
1936,4,val
1937,0,train
1937,1,train
1937,2,train
1937,3,val
1937,4,train
1938,0,train
1938,1,train
1938,2,train
1938,3,train
1938,4,val
1939,0,train
1939,1,val
1939,2,train
1939,3,train
1939,4,train
193,0,train
193,1,val
193,2,train
193,3,train
193,4,train
1940,0,val
1940,1,train
1940,2,train
1940,3,train
1940,4,train
1941,0,train
1941,1,train
1941,2,train
1941,3,train
1941,4,val
1942,0,train
1942,1,train
1942,2,train
1942,3,val
1942,4,train
1943,0,train
1943,1,val
1943,2,train
1943,3,train
1943,4,train
1944,0,train
1944,1,train
1944,2,val
1944,3,train
1944,4,train
1945,0,train
1945,1,train
1945,2,train
1945,3,val
1945,4,train
1946,0,train
1946,1,train
1946,2,train
1946,3,val
1946,4,train
1947,0,train
1947,1,train
1947,2,train
1947,3,train
1947,4,val
1948,0,train
1948,1,train
1948,2,train
1948,3,val
1948,4,train
1949,0,train
1949,1,val
1949,2,train
1949,3,train
1949,4,train
194,0,train
194,1,val
194,2,train
194,3,train
194,4,train
1950,0,val
1950,1,train
1950,2,train
1950,3,train
1950,4,train
1951,0,train
1951,1,train
1951,2,val
1951,3,train
1951,4,train
1952,0,train
1952,1,train
1952,2,train
1952,3,val
1952,4,train
1953,0,train
1953,1,train
1953,2,train
1953,3,train
1953,4,val
1954,0,val
1954,1,train
1954,2,train
1954,3,train
1954,4,train
1955,0,train
1955,1,train
1955,2,train
1955,3,val
1955,4,train
1956,0,train
1956,1,train
1956,2,val
1956,3,train
1956,4,train
1957,0,train
1957,1,train
1957,2,train
1957,3,train
1957,4,val
1958,0,train
1958,1,train
1958,2,train
1958,3,val
1958,4,train
1959,0,train
1959,1,val
1959,2,train
1959,3,train
1959,4,train
195,0,train
195,1,train
195,2,train
195,3,train
195,4,val
1960,0,val
1960,1,train
1960,2,train
1960,3,train
1960,4,train
1961,0,val
1961,1,train
1961,2,train
1961,3,train
1961,4,train
1962,0,train
1962,1,val
1962,2,train
1962,3,train
1962,4,train
1963,0,train
1963,1,train
1963,2,val
1963,3,train
1963,4,train
1964,0,val
1964,1,train
1964,2,train
1964,3,train
1964,4,train
1965,0,val
1965,1,train
1965,2,train
1965,3,train
1965,4,train
1966,0,train
1966,1,val
1966,2,train
1966,3,train
1966,4,train
1967,0,train
1967,1,train
1967,2,val
1967,3,train
1967,4,train
1968,0,train
1968,1,val
1968,2,train
1968,3,train
1968,4,train
1969,0,train
1969,1,val
1969,2,train
1969,3,train
1969,4,train
196,0,train
196,1,train
196,2,val
196,3,train
196,4,train
1970,0,train
1970,1,train
1970,2,val
1970,3,train
1970,4,train
1971,0,val
1971,1,train
1971,2,train
1971,3,train
1971,4,train
1972,0,val
1972,1,train
1972,2,train
1972,3,train
1972,4,train
1973,0,train
