name,requires_grad,grad_max_abs,grad_mean_abs,grad_finite
Decoder.1.layers.7.main.1.dynas.0.strip_att.H_spatial_att.conv.weight,False,,,True
Decoder.1.layers.7.main.1.dynas.0.strip_att.W_spatial_att.inside_all,False,,,True
Decoder.1.layers.7.main.1.dynas.0.strip_att.W_spatial_att.lamb_l,False,,,True
Decoder.1.layers.7.main.1.dynas.0.strip_att.W_spatial_att.lamb_h,False,,,True
Decoder.1.layers.7.main.1.dynas.0.strip_att.W_spatial_att.conv.weight,False,,,True
Decoder.1.layers.7.main.1.dynas.1.square_att.lamb_l,False,,,True
Decoder.1.layers.7.main.1.dynas.1.square_att.lamb_h,False,,,True
Decoder.1.layers.7.main.1.dynas.1.square_att.inside_all,False,,,True
Decoder.1.layers.7.main.1.dynas.1.square_att.conv.weight,False,,,True
Decoder.1.layers.7.main.1.dynas.1.square_att.bn.weight,False,,,True
Decoder.1.layers.7.main.1.dynas.1.square_att.bn.bias,False,,,True
Decoder.1.layers.7.main.1.dynas.1.strip_att.gamma,False,,,True
Decoder.1.layers.7.main.1.dynas.1.strip_att.beta,False,,,True
Decoder.1.layers.7.main.1.dynas.1.strip_att.H_spatial_att.inside_all,False,,,True
Decoder.1.layers.7.main.1.dynas.1.strip_att.H_spatial_att.lamb_l,False,,,True
Decoder.1.layers.7.main.1.dynas.1.strip_att.H_spatial_att.lamb_h,False,,,True
Decoder.1.layers.7.main.1.dynas.1.strip_att.H_spatial_att.conv.weight,False,,,True
Decoder.1.layers.7.main.1.dynas.1.strip_att.W_spatial_att.inside_all,False,,,True
Decoder.1.layers.7.main.1.dynas.1.strip_att.W_spatial_att.lamb_l,False,,,True
Decoder.1.layers.7.main.1.dynas.1.strip_att.W_spatial_att.lamb_h,False,,,True
Decoder.1.layers.7.main.1.dynas.1.strip_att.W_spatial_att.conv.weight,False,,,True
Decoder.1.layers.7.main.1.dynas.2.square_att.lamb_l,False,,,True
Decoder.1.layers.7.main.1.dynas.2.square_att.lamb_h,False,,,True
Decoder.1.layers.7.main.1.dynas.2.square_att.inside_all,False,,,True
Decoder.1.layers.7.main.1.dynas.2.square_att.conv.weight,False,,,True
Decoder.1.layers.7.main.1.dynas.2.square_att.bn.weight,False,,,True
Decoder.1.layers.7.main.1.dynas.2.square_att.bn.bias,False,,,True
Decoder.1.layers.7.main.1.dynas.2.strip_att.gamma,False,,,True
Decoder.1.layers.7.main.1.dynas.2.strip_att.beta,False,,,True
Decoder.1.layers.7.main.1.dynas.2.strip_att.H_spatial_att.inside_all,False,,,True
Decoder.1.layers.7.main.1.dynas.2.strip_att.H_spatial_att.lamb_l,False,,,True
Decoder.1.layers.7.main.1.dynas.2.strip_att.H_spatial_att.lamb_h,False,,,True
Decoder.1.layers.7.main.1.dynas.2.strip_att.H_spatial_att.conv.weight,False,,,True
Decoder.1.layers.7.main.1.dynas.2.strip_att.W_spatial_att.inside_all,False,,,True
Decoder.1.layers.7.main.1.dynas.2.strip_att.W_spatial_att.lamb_l,False,,,True
Decoder.1.layers.7.main.1.dynas.2.strip_att.W_spatial_att.lamb_h,False,,,True
Decoder.1.layers.7.main.1.dynas.2.strip_att.W_spatial_att.conv.weight,False,,,True
Decoder.1.layers.7.main.1.conv_sum.weight,False,,,True
Decoder.1.layers.7.main.2.main.0.weight,False,,,True
Decoder.1.layers.7.main.2.main.0.bias,False,,,True
Decoder.2.layers.0.main.0.main.0.weight,False,,,True
Decoder.2.layers.0.main.0.main.0.bias,False,,,True
Decoder.2.layers.0.main.2.main.0.weight,False,,,True
Decoder.2.layers.0.main.2.main.0.bias,False,,,True
Decoder.2.layers.1.main.0.main.0.weight,False,,,True
Decoder.2.layers.1.main.0.main.0.bias,False,,,True
Decoder.2.layers.1.main.2.main.0.weight,False,,,True
Decoder.2.layers.1.main.2.main.0.bias,False,,,True
Decoder.2.layers.2.main.0.main.0.weight,False,,,True
Decoder.2.layers.2.main.0.main.0.bias,False,,,True
Decoder.2.layers.2.main.2.main.0.weight,False,,,True
Decoder.2.layers.2.main.2.main.0.bias,False,,,True
Decoder.2.layers.3.main.0.main.0.weight,False,,,True
Decoder.2.layers.3.main.0.main.0.bias,False,,,True
Decoder.2.layers.3.main.2.main.0.weight,False,,,True
Decoder.2.layers.3.main.2.main.0.bias,False,,,True
Decoder.2.layers.4.main.0.main.0.weight,False,,,True
Decoder.2.layers.4.main.0.main.0.bias,False,,,True
Decoder.2.layers.4.main.2.main.0.weight,False,,,True
Decoder.2.layers.4.main.2.main.0.bias,False,,,True
Decoder.2.layers.5.main.0.main.0.weight,False,,,True
Decoder.2.layers.5.main.0.main.0.bias,False,,,True
Decoder.2.layers.5.main.2.main.0.weight,False,,,True
Decoder.2.layers.5.main.2.main.0.bias,False,,,True
Decoder.2.layers.6.main.0.main.0.weight,False,,,True
Decoder.2.layers.6.main.0.main.0.bias,False,,,True
Decoder.2.layers.6.main.2.main.0.weight,False,,,True
Decoder.2.layers.6.main.2.main.0.bias,False,,,True
Decoder.2.layers.7.main.0.main.0.weight,False,,,True
Decoder.2.layers.7.main.0.main.0.bias,False,,,True
Decoder.2.layers.7.main.1.convs.0.weight,False,,,True
Decoder.2.layers.7.main.1.convs.1.weight,False,,,True
Decoder.2.layers.7.main.1.convs.2.weight,False,,,True
Decoder.2.layers.7.main.1.dynas.0.square_att.lamb_l,False,,,True
Decoder.2.layers.7.main.1.dynas.0.square_att.lamb_h,False,,,True
Decoder.2.layers.7.main.1.dynas.0.square_att.inside_all,False,,,True
Decoder.2.layers.7.main.1.dynas.0.square_att.conv.weight,False,,,True
Decoder.2.layers.7.main.1.dynas.0.square_att.bn.weight,False,,,True
Decoder.2.layers.7.main.1.dynas.0.square_att.bn.bias,False,,,True
Decoder.2.layers.7.main.1.dynas.0.strip_att.gamma,False,,,True
Decoder.2.layers.7.main.1.dynas.0.strip_att.beta,False,,,True
Decoder.2.layers.7.main.1.dynas.0.strip_att.H_spatial_att.inside_all,False,,,True
Decoder.2.layers.7.main.1.dynas.0.strip_att.H_spatial_att.lamb_l,False,,,True
Decoder.2.layers.7.main.1.dynas.0.strip_att.H_spatial_att.lamb_h,False,,,True
Decoder.2.layers.7.main.1.dynas.0.strip_att.H_spatial_att.conv.weight,False,,,True
Decoder.2.layers.7.main.1.dynas.0.strip_att.W_spatial_att.inside_all,False,,,True
Decoder.2.layers.7.main.1.dynas.0.strip_att.W_spatial_att.lamb_l,False,,,True
Decoder.2.layers.7.main.1.dynas.0.strip_att.W_spatial_att.lamb_h,False,,,True
Decoder.2.layers.7.main.1.dynas.0.strip_att.W_spatial_att.conv.weight,False,,,True
Decoder.2.layers.7.main.1.dynas.1.square_att.lamb_l,False,,,True
Decoder.2.layers.7.main.1.dynas.1.square_att.lamb_h,False,,,True
Decoder.2.layers.7.main.1.dynas.1.square_att.inside_all,False,,,True
Decoder.2.layers.7.main.1.dynas.1.square_att.conv.weight,False,,,True
Decoder.2.layers.7.main.1.dynas.1.square_att.bn.weight,False,,,True
Decoder.2.layers.7.main.1.dynas.1.square_att.bn.bias,False,,,True
Decoder.2.layers.7.main.1.dynas.1.strip_att.gamma,False,,,True
Decoder.2.layers.7.main.1.dynas.1.strip_att.beta,False,,,True
Decoder.2.layers.7.main.1.dynas.1.strip_att.H_spatial_att.inside_all,False,,,True
Decoder.2.layers.7.main.1.dynas.1.strip_att.H_spatial_att.lamb_l,False,,,True
Decoder.2.layers.7.main.1.dynas.1.strip_att.H_spatial_att.lamb_h,False,,,True
Decoder.2.layers.7.main.1.dynas.1.strip_att.H_spatial_att.conv.weight,False,,,True
Decoder.2.layers.7.main.1.dynas.1.strip_att.W_spatial_att.inside_all,False,,,True
Decoder.2.layers.7.main.1.dynas.1.strip_att.W_spatial_att.lamb_l,False,,,True
Decoder.2.layers.7.main.1.dynas.1.strip_att.W_spatial_att.lamb_h,False,,,True
Decoder.2.layers.7.main.1.dynas.1.strip_att.W_spatial_att.conv.weight,False,,,True
Decoder.2.layers.7.main.1.dynas.2.square_att.lamb_l,False,,,True
Decoder.2.layers.7.main.1.dynas.2.square_att.lamb_h,False,,,True
Decoder.2.layers.7.main.1.dynas.2.square_att.inside_all,False,,,True
Decoder.2.layers.7.main.1.dynas.2.square_att.conv.weight,False,,,True
Decoder.2.layers.7.main.1.dynas.2.square_att.bn.weight,False,,,True
Decoder.2.layers.7.main.1.dynas.2.square_att.bn.bias,False,,,True
Decoder.2.layers.7.main.1.dynas.2.strip_att.gamma,False,,,True
Decoder.2.layers.7.main.1.dynas.2.strip_att.beta,False,,,True
Decoder.2.layers.7.main.1.dynas.2.strip_att.H_spatial_att.inside_all,False,,,True
Decoder.2.layers.7.main.1.dynas.2.strip_att.H_spatial_att.lamb_l,False,,,True
Decoder.2.layers.7.main.1.dynas.2.strip_att.H_spatial_att.lamb_h,False,,,True
Decoder.2.layers.7.main.1.dynas.2.strip_att.H_spatial_att.conv.weight,False,,,True
Decoder.2.layers.7.main.1.dynas.2.strip_att.W_spatial_att.inside_all,False,,,True
Decoder.2.layers.7.main.1.dynas.2.strip_att.W_spatial_att.lamb_l,False,,,True
Decoder.2.layers.7.main.1.dynas.2.strip_att.W_spatial_att.lamb_h,False,,,True
Decoder.2.layers.7.main.1.dynas.2.strip_att.W_spatial_att.conv.weight,False,,,True
Decoder.2.layers.7.main.1.conv_sum.weight,False,,,True
Decoder.2.layers.7.main.2.main.0.weight,False,,,True
Decoder.2.layers.7.main.2.main.0.bias,False,,,True
Convs.0.main.0.weight,False,,,True
Convs.0.main.0.bias,False,,,True
Convs.1.main.0.weight,False,,,True
Convs.1.main.0.bias,False,,,True
ConvsOut.0.main.0.weight,False,,,True
ConvsOut.0.main.0.bias,False,,,True
ConvsOut.1.main.0.weight,False,,,True
ConvsOut.1.main.0.bias,False,,,True
FAM1.merge.main.0.weight,False,,,True
FAM1.merge.main.0.bias,False,,,True
SCM1.main.0.main.0.weight,False,,,True
SCM1.main.0.main.0.bias,False,,,True
SCM1.main.1.main.0.weight,False,,,True
SCM1.main.1.main.0.bias,False,,,True
SCM1.main.2.main.0.weight,False,,,True
SCM1.main.2.main.0.bias,False,,,True
SCM1.main.3.main.0.weight,False,,,True
SCM1.main.3.main.0.bias,False,,,True
SCM1.main.4.weight,False,,,True
SCM1.main.4.bias,False,,,True
FAM2.merge.main.0.weight,False,,,True
FAM2.merge.main.0.bias,False,,,True
FAM2.modulator.weight,True,0.0151599682867527,0.00016929824778344482,True
FAM2.modulator.bias,True,0.04802440106868744,0.004974765237420797,True
SCM2.main.0.main.0.weight,False,,,True
SCM2.main.0.main.0.bias,False,,,True
SCM2.main.1.main.0.weight,False,,,True
SCM2.main.1.main.0.bias,False,,,True
SCM2.main.2.main.0.weight,False,,,True
SCM2.main.2.main.0.bias,False,,,True
SCM2.main.3.main.0.weight,False,,,True
SCM2.main.3.main.0.bias,False,,,True
SCM2.main.4.weight,False,,,True
SCM2.main.4.bias,False,,,True
